Id,price
1,891.5237252747253
2,2927.052259977377
3,739.7325793650795
4,2859.762773088022
5,1103.66264520202
6,10851.173988636368
7,5963.46973526939
8,4653.7900174963925
9,1979.1311785714292
10,791.641702855612
11,1721.6745524891778
12,1469.0303393016286
13,4248.445830052846
14,5313.354639883399
15,1163.2427662337668
16,2644.4443069031067
17,2342.0373136740436
18,12828.074503968255
19,4720.094144030807
20,4907.842746933624
21,1855.2270809941028
22,1078.602934065934
23,789.8768761734829
24,1337.2245402236656
25,6479.444319444446
26,3126.6482430554174
27,12672.79318244222
28,1472.540686934259
29,2475.965353392445
30,1411.652225793651
31,1253.4357503607498
32,810.6963697945241
33,7667.119296574773
34,5180.62687487122
35,8081.84517929293
36,2126.5530427489184
37,6383.842779581531
38,1257.9179163752926
39,451.9446974217565
40,1525.0573283620492
41,3291.998686507938
42,8896.414338134497
43,6221.298599010933
44,5253.933556623932
45,815.5332501803754
46,836.442966336295
47,1420.1017068972697
48,617.8863076925048
49,609.2879938949937
50,751.3346547619049
51,625.7805167748917
52,3818.652765873015
53,15921.696557539683
54,784.6210063131316
55,10964.845577380953
56,15398.408796759048
57,4257.98594581807
58,1664.602328677852
59,17062.3304007098
60,11741.2392005772
61,691.5119972458253
62,4384.528349201332
63,14368.155214285716
64,13073.233132756131
65,1811.1182856024698
66,8793.88565873016
67,2857.5065906471846
68,1057.0981668390095
69,969.0647870945483
70,1425.2810091991344
71,1186.6813223304473
72,741.328814484127
73,6298.765286958414
74,710.3545854856104
75,5444.754093262321
76,4455.7336751443
77,1678.44211709765
78,9137.83514394521
79,3189.6207395382394
80,1228.59474062049
81,10997.6477739899
82,887.9450720952332
83,5542.54068303499
84,4570.425478264792
85,463.044763347763
86,4465.863981421355
87,5210.857290404043
88,4934.570459243809
89,6425.404514263514
90,2014.5157431633886
91,13768.432432234436
92,898.2731269841272
93,554.7355496031746
94,579.7798044733044
95,614.6532895492189
96,634.8210989010989
97,1621.2559283387634
98,3484.9861184086076
99,2260.5394987373734
100,2275.274220504731
101,15480.69031222944
102,1800.3572883793843
103,740.0119087602823
104,4462.867971320347
105,3297.8930038572535
106,5869.233178008966
107,1474.651371031746
108,11440.365144688645
109,842.726574134199
110,796.9215703601953
111,3077.4169940476186
112,927.5315044191917
113,677.5035268759017
114,662.0922160894658
115,573.757312419671
116,9811.987858585853
117,983.7964772727275
118,831.7207476551224
119,1036.1301531746033
120,5413.3692373092135
121,680.7294900793652
122,666.5752518020073
123,7819.578943722944
124,1885.531023368117
125,1441.3535009018763
126,605.5162471139973
127,4867.375340849609
128,4473.267094369347
129,1222.9075062268653
130,874.5386050348231
131,792.125695135201
132,6318.416686718376
133,825.8252390675359
134,5820.952200105043
135,16528.193430555562
136,10110.079528832279
137,560.430115079365
138,1757.8815532121705
139,737.3817870879122
140,641.4315617430574
141,6496.705990148738
142,1424.3967961760457
143,6141.21502937259
144,759.7445172491367
145,3989.348904761904
146,3306.875067460317
147,5533.651459861909
148,1164.9092925685427
149,6551.223936063937
150,1203.709037698413
151,9964.079321428575
152,4519.480165574984
153,868.2480421103663
154,876.977245018662
155,920.6937176700108
156,7619.352437111605
157,3813.1190055643697
158,3757.5407914862917
159,1341.7528174603174
160,8338.797195526695
161,6518.444846879
162,510.92994956840533
163,550.7830887445887
164,13813.883005591628
165,10085.517232142856
166,2090.333159090909
167,717.8667553551355
168,1536.2028530515247
169,4232.403278119032
170,728.6315692355888
171,5734.143415434826
172,4524.020166523855
173,9214.885327380955
174,16748.89892291532
175,12587.011281834119
176,5617.225835317462
177,4028.438321966476
178,779.1637519841273
179,3090.475486652236
180,2691.414870490621
181,543.1504009046511
182,993.6697862320166
183,2020.9441527777765
184,2507.2190283189034
185,794.0957043650794
186,1141.5755317460314
187,1789.608339285714
188,2424.307983642082
189,1838.3082893217897
190,4863.114051692738
191,4515.424509950022
192,927.4204260797798
193,6081.613242063491
194,16352.078837239143
195,3311.9516984126967
196,10344.04379852093
197,3578.4269871933607
198,4699.842094224117
199,4841.819522588523
200,593.4638154761908
201,5374.641286747276
202,543.591024164432
203,6468.853069264071
204,8581.370005411252
205,1197.228186470368
206,5117.464943832096
207,5028.378039280165
208,2869.4307851176154
209,5380.191999930624
210,5804.364127127322
211,791.9630876623373
212,2538.589806918776
213,2094.862843253969
214,1867.9248147306434
215,16795.396558039174
216,1197.1203713924967
217,3161.195045214045
218,476.12101551252266
219,2620.4904692668433
220,1671.7662047709234
221,12709.732722222225
222,7966.743358405485
223,560.7851688687491
224,1626.15023648005
225,523.2795817099568
226,740.5195624638192
227,1005.6748991702743
228,2635.747446428571
229,4623.34535606069
230,2880.274758626638
231,1626.2843840488476
232,675.9370899859942
233,490.3227261904765
234,2091.2991723399145
235,11782.306396825397
